Abbr,Department,Agency/body,Agency abbr,Name of service,Slug,2012-Q4 Vol.,2012-Q4 CPT (£),2012-Q4 Digital vol.,2012-Q4 Digital CPT (£),2012-Q4 Completion rate,2012-Q4 User satisfaction,2013-Q1 Vol.,2013-Q1 CPT (£),2013-Q1 Digital vol.,2013-Q1 Digital CPT (£),2013-Q1 Completion rate,2013-Q1 User satisfaction,2013-Q2 Vol.,2013-Q2 CPT (£),2013-Q2 Digital vol.,2013-Q2 Digital CPT (£),2013-Q2 Completion rate,2013-Q2 User satisfaction,2013-Q3 Vol.,2013-Q3 CPT (£),2013-Q3 Digital vol.,2013-Q3 Digital CPT (£),2013-Q3 Completion rate,2013-Q3 User satisfaction,2013-Q4 Vol.,2013-Q4 CPT (£),2013-Q4 Digital vol.,2013-Q4 Digital CPT (£),2013-Q4 Completion rate,2013-Q4 User satisfaction,2014-Q1 Vol.,2014-Q1 CPT (£),2014-Q1 Digital vol.,2014-Q1 Digital CPT (£),2014-Q1 Completion rate,2014-Q1 User satisfaction,2014-Q2 Vol.,2014-Q2 CPT (£),2014-Q2 Digital vol.,2014-Q2 Digital CPT (£),2014-Q2 Completion rate,2014-Q2 User satisfaction,2014-Q3 Vol.,2014-Q3 CPT (£),2014-Q3 Digital vol.,2014-Q3 Digital CPT (£),2014-Q3 Completion rate,2014-Q3 User satisfaction,2014-Q4 Vol.,2014-Q4 CPT (£),2014-Q4 Digital vol.,2014-Q4 Digital CPT (£),2014-Q4 Completion rate,2014-Q4 User satisfaction,2015-Q1 Vol.,2015-Q1 CPT (£),2015-Q1 Digital vol.,2015-Q1 Digital CPT (£),2015-Q2 Vol.,2015-Q2 CPT (£),2015-Q2 Digital vol.,2015-Q2 Digital CPT (£),2015-Q3 Vol.,2015-Q3 CPT (£),2015-Q3 Digital vol.,2015-Q3 Digital CPT (£),2015-Q4 Vol.,2015-Q4 CPT (£),2015-Q4 Digital vol.,2015-Q4 Digital CPT (£),2016-Q1 Vol.,2016-Q1 CPT (£),2016-Q1 Digital vol.,2016-Q1 Digital CPT (£),2016-Q2 Vol.,2016-Q2 CPT (£),2016-Q2 Digital vol.,2016-Q2 Digital CPT (£),2016-Q3 Vol.,2016-Q3 CPT (£),2016-Q3 Digital vol.,2016-Q3 Digital CPT (£),2016-Q4 Vol.,2016-Q4 CPT (£),2016-Q4 Digital vol.,2016-Q4 Digital CPT (£),2017-Q1 Vol.,2017-Q1 CPT (£),2017-Q1 Digital vol.,2017-Q1 Digital CPT (£),2017-Q2 Vol.,2017-Q2 CPT (£),2017-Q2 Digital vol.,2017-Q2 Digital CPT (£),Category,URL,Service link text,Description of service,Notes on costs,Other notes,Customer type,Business model,"Previous dept 
 (MOG, Jun 2016)","Dept providing data 
(MOG , Jun 2016)",previous agency,Keywords,Notes [for GDS only],Hi-vol,Latest volumes,Latest digital take-up,Latest digital totals,,,,,FOI URL,Also check PP dashboard for more detailed channel breakdwon,Type of transaction,Type notes,"Total transactions
Jul - Sep 2012","Total transactions
Oct - Dec 2012","Total transactions
Jan - Mar 2013","Total transactions
Apr - Jun 2013","Total transactions
Jul - Sep 2013","Total transactions
Oct - Dec 2013","Total transactions
Jan - Mar 2014","Total transactions
Apr - Jun 2014","Total transactions
Jul - Sep 2014","Total transactions
Oct - Dec 2014","Total transactions
Jan - Mar 2015","Total transactions
Apr - Jun 2015","Total transactions
Jul - Sep 2015","Total transactions
Oct - Dec 2015","Total transactions
Jan - Mar 2016","Total transactions
Apr - Jun 2016","Total transactions
Jul - Sep 2016","Total transactions
Oct - Dec 2016","Total transactions
Jan - Mar 2017",Totals check Apr-Mar [pasted values],"Total 
Apr16 - Mar17 [12 MONTHS]",Totals check Apr-Mar,"Digital transactions
Jul - Sep 2012","Digital transactions
Oct - Dec 2012","Digital transactions
Jan - Mar 2013","Digital transactions
Apr - Jun 2013","Digital transactions
Jul - Sep 2013","Digital transactions
Oct - Dec 2013","Digital transactions
Jan - Mar 2014","Digital transactions
Apr - Jun 2014","Digital transactions
Jul - Sep 2014","Digital transactions
Oct - Dec 2014","Digital transactions
Jan - Mar 2015","Digital transactions
Apr - Jun 2015","Digital transactions
Jul - Sep 2015","Digital transactions
Oct - Dec 2015","Digital transactions
Jan - Mar 2016","Digital transactions
Apr - Jun 2016","Digital transactions
Jul - Sep 2016","Digital transactions
Oct - Dec 2016","Digital transactions
Jan - Mar 2017",Totals check Apr-Mar [pasted values],"Total 
Apr16 - Mar17 [12 MONTHS]",Totals check Apr-Mar,Digital exceeds all (quarters),Digital exceeds all (years)
DfT,Department for Transport,Driver and Vehicle Standards Agency,DVSA,MOT scheme: applications to be a nominated tester,dft-application-to-be-a-mot-scheme-nominated-tester-nt,"6,000",,,,,,"6,000",,0,,,,"5,000",,,,,,"4,988",,0,,,,"5,132",,,,,,"4,997",,,,,,"5,063",,0,,,,"4,955",,0,,,,"4,758",,0,,,,"4,853",,0,,"4,824",,0,,,,0,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,0,,Requesting a licence or consent,,,Data for applications to the Driver and Vehicle Standards Agency (DVLA) to be a nominated tester for MOTs.,,,Business,Fees and charges,DfT,DfT,,,formerly VOSA,,"4,824",,0,,,,,,,,,"1,305","1,206","1,301","1,176","1,449","1,071","1,367","1,068","1,252","1,166","1,338",,,,,,,,,,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
DfT,Department for Transport,Driver and Vehicle Standards Agency,DVSA,Applications to be an HGV/PSV operator,dft-application-to-be-an-hgv-psv-operator,"7,000",,,,,,"6,000",,0,,,,"3,000",,,,,,"6,234",,0,,,,"6,253",,,,,,"6,271",,,,,,"6,407",,0,,,,"6,273",,0,,,,"6,311",,0,,,,"6,325",,0,,"6,375",,0,,"6,488",,0,,"6,442",,,,"6,390",,0,,"6,301",,0,,"6,364",,0,,"6,373",,0,,"6,404",,0,,"6,527",,630,,Requesting a licence or consent,,,Data for applications to be an HGV/PSV operator.,,,Business,Fees and charges,DfT,DfT,,,formerly VOSA,,"6,301",,0,,,,,,,,,"1,516","1,477","1,524","1,717","1,535","1,495","1,660","1,583","1,573","1,509","1,710","1,696","1,527","1,457","1,621","1,759","1,536","1,488","1,744","6,527","6,527",y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,630,630,y,ok,ok
DfT,Department for Transport,Maritime and Coastguard Agency,MCA,Applications for Letters of Initial Assessment (LIA) to train as an engineer officer,dft-applications-for-letters-of-initial-assessment-lia-to-train-as-an-engineer-officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,053",57.00,,,,,"1,053",77.00,,,,,893,57.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requesting a licence or consent,https://www.gov.uk/apply-for-an-lia-or-college-letter-to-train-as-an-engineer-officer,,Data for applications for letters of initial assessment of qualifications as a marine engineer. ,,,Individuals,,DfT,DfT,,,,,893,,0,,,,,,,,,,,,318,214,226,295,318,54,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Provisional driving licence applications,dft-apply-for-a-provisional-driving-licence,"1,031,950",,"121,879",,,,,,,,,,"935,083",4.11,"319,924",,,,"913,894",4.74,"316,746",,,,"923,009",6.33,"320,575",,,,"935,710",9.70,"323,807",,,,"976,723",9.82,"344,655",,,,"991,325",10.76,"365,995",,,,"1,015,325",9.40,"402,683",,,,"1,037,719",8.65,"456,089",,"1,059,948",8.52,"527,266",,"1,099,523",8.87,"603,823",,"1,131,335",8.46,"680,148",,"1,138,274",8.37,"710,317",,"1,133,387",7.43,"730,004",,"1,122,029",7.43,"732,921",,"1,110,290",8.28,"735,160",,"1,111,904",8.28,"744,852",,"1,115,825",8.28,"756,162",,Requesting a licence or consent,https://www.gov.uk/apply-first-provisional-driving-licence,Apply for your first provisional driving licence,Data for applications for a provisional driving licence.,,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Individuals,Fees and charges,DfT,DfT,,,,1,"1,133,387",,"680,148",,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","243,077","199,123","231,657","240,037","252,192","211,824","272,670","254,639","276,192","234,218","294,899","294,214","308,004","241,157","290,012","282,856","296,265","242,771","293,933","1,115,825","1,115,825",y,"83,220","67,001","83,198","83,327","87,049","70,233","104,046","104,667","123,737","123,639","175,223","181,224","200,062","153,808","194,910","184,141","202,301","163,500","206,220","756,162","756,162",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Digital tachograph card applications,dft-apply-for-digital-tachograph-card,"311,565",,,,,,,,,,,,"287,026",4.37,0,,,,"232,762",4.93,0,,,,"178,269",6.93,,,,,"133,174",13.93,,,,,"77,186",17.18,0,,,,"76,565",18.26,0,,,,"76,165",17.20,0,,,,"73,763",17.67,0,,"72,107",15.89,0,,"69,509",16.37,0,,"67,484",15.79,0,,"66,797",15.21,0,,"66,137",14.16,0,,"65,602",14.16,0,,"64,068",13.14,0,,"62,512",13.14,0,,"61,789",13.14,0,,Requesting a licence or consent,https://www.gov.uk/government/organisations/vehicle-and-operator-services-agency/series/approved-tachograph-centre-forms-and-guidance,Approved Tachograph Centre forms ,"Data for applications for a company, control, driver or work digital tachograph card.",,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Business,Fees and charges,DfT,DfT,,,,,"66,137",,0,,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","74,190","63,943","74,978","19,651","19,697","18,848","18,990","19,030","19,297","16,446","17,334","16,432","17,272","15,759","16,674","15,897","15,738","14,203","15,951","61,789","61,789",y,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
DfT,Department for Transport,Driver and Vehicle Standards Agency,DVSA,Driving instructors: trainee licence applications,dft-apply-for-driving-instructor-trainee-licence,"4,000",,,,,,"2,709",,166,,,,"2,367",,172,,,,"2,141",,195,,,,"1,915",,256,,,,"1,868",,293,,,,"1,830",,381,,,,"1,784",,430,,,,"1,754",,469,,,,"1,743",,490,,"1,807",,496,,"1,810",,521,,"1,826",,524,,"1,880",,572,,"2,011",,637,,"2,176",,672,,"2,403",,700,,"2,617",,734,,"2,789",,734,,Requesting a licence or consent,https://www.gov.uk/apply-for-a-trainee-driving-instructor-licence,Apply for a trainee driving instructor licence,Data for applications for a trainee licence to give driving lessons.,,,Business,Fees and charges,DfT,DfT,,,formerly DSA,,"2,011",,524,,,,,,,,,716,468,497,460,490,421,459,414,460,410,523,417,476,464,654,582,703,678,826,"2,789","2,789",y,38,47,50,60,99,84,138,109,138,105,144,134,141,153,209,169,169,187,209,734,734,y,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Applications and renewals for a diplomatic driver permit,dft-apply-for-or-renew-diplomatic-driver-permit,,,,,,,,,,,,,"1,792",13.40,0,,,,"2,785",14.76,0,,,,"2,447",26.50,,,,,"2,042",12.87,,,,,"1,001",12.60,0,,,,535,,0,,,,578,,0,,,,903,,0,,"1,314",2.02,0,,"1,285",1.94,0,,"1,484",1.77,0,,"1,514",1.95,0,,"1,311",2.10,0,,"1,281",2.10,0,,,,0,,,,0,,,,0,,Requesting a licence or consent,,,"Data for applications for, or renewals of, a diplomatic driver permit.",,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Individuals,Fees and charges,DfT,DfT,,,,,"1,311",,0,,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.",605,405,"1,041",734,267,0,0,268,310,325,411,239,509,355,208,209,,,,,-,-,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
DfT,Department for Transport,Driver and Vehicle Standards Agency,DVSA,Applications for Pass Plus packs,dft-apply-for-pass-plus-packs,"6,000",,,,,,"5,261",,"1,027",,,,"4,955",,"1,011",,,,"4,699",,"1,099",,,,"4,375",,"1,254",,,,"4,190",,"1,355",,,,"4,095",,"1,494",,,,"3,890",,"1,529",,,,"3,724",,"1,482",,,,"3,508",,"1,445",,"3,301",,"1,454",,"3,151",,"1,454",,"3,060",,"1,492",,"2,995",,"1,513",,"2,860",,"1,449",,"2,824",,"1,463",,"2,726",,"1,468",,"2,693",,"1,494",,"2,675",,"1,552",,Ordering goods,https://www.gov.uk/pass-plus-approved-driving-instructor-services,,Data for applications to the Driver and Vehicle Standards Agency (DVLA) for Pass Plus packs.,,,Individuals,Fees and charges,DfT,DfT,,,formerly DSA,,"2,860",,"1,492",,,,,,,,,"1,334","1,111","1,185","1,069","1,010",926,"1,090",864,844,710,883,714,753,645,748,678,655,612,730,"2,675","2,675",y,227,257,300,315,382,358,439,350,335,321,448,350,373,342,384,364,378,368,442,"1,552","1,552",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Vehicle trade licence applications,dft-apply-for-trade-licence,,,,,,,,,,,,,"3,442",20.50,0,,,,"10,212",22.56,0,,,,"10,337",41.28,,,,,"86,442",,,,,,"110,389",,"103,584",,,,"107,076",4.73,"97,536",,,,"110,391",8.41,"96,347",,,,"39,169",6.27,"21,037",,"19,991",7.63,0,,"21,076",7.78,0,,"19,581",7.93,0,,"16,308",8.12,0,,"13,585",8.68,0,,"12,790",8.68,0,,"12,527",8.97,0,,"12,350",8.97,0,,"12,542",8.97,0,,Requesting a licence or consent,https://www.gov.uk/trade-licence-plates,,"Data for applications for a trade licence from DVLA, to hold vehicles in temporary possession.",,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Business,Fees and charges,DfT,DfT,,,,,"13,585",,0,,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","1,065","1,028","1,686","6,433","1,190","77,113","25,653","3,120","4,505","5,891","6,475","4,205","3,010","2,618","3,752","3,410","2,747","2,441","3,944","12,542","12,542",y,,,,"6,048","1,189","75,310","21,037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Personalised registration: assign numbers to vehicles,dft-assign-a-personalised-registration-number-to-a-vehicle,"431,434",,,,,,,,,,,,"924,551",10.42,"38,571",,,,"571,378",12.00,"5,405",,,,"618,165",7.87,"10,941",,,,"677,636",9.13,,,,,"753,287",8.32,"20,728",,,,"768,063",5.50,"20,237",,,,"699,415",5.35,"20,501",,,,"624,629",5.29,"20,889",,"540,699",6.14,"33,916",,"578,087",4.90,"84,441",,"627,036",5.56,"164,793",,"675,300",4.94,"268,755",,"727,168",4.17,"386,814",,"769,119",4.17,"480,618",,"798,045",4.26,"549,675",,"822,279",4.26,"597,064",,"854,551",4.26,"638,420",,Providing information,https://www.gov.uk/personalised-vehicle-registration-numbers/assigning-a-personalised-number-to-a-vehicle,,Data for applications to assign personalised registration numbers to vehicles.,,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Individuals,Fees and charges,DfT,DfT,,,,,"727,168",,"164,793",,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","153,400","146,042","154,897","117,039","200,187","205,513","230,548","131,815","131,539","130,727","146,618","169,203","180,488","178,991","198,486","211,154","209,414","203,225","230,758","854,551","854,551",y,,,,"5,405","5,536","3,706","6,081","4,914","5,800","4,094","19,108","55,439","86,152","108,056","137,167","149,243","155,209","155,445","178,523","638,420","638,420",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Standards Agency,DVSA,Practical driving test bookings,dft-book-practical-driving-test,"1,942,010",1.10,"1,502,000",0.22,,,"1,932,622",1.17,"1,520,291",0.23,,,"1,877,051",1.23,"1,529,651",0.33,,,"1,862,949",1.02,"1,592,151",0.34,,,"1,853,764",0.96,"1,665,253",0.39,,,"1,841,204",0.88,"1,712,163",0.38,,,"1,896,112",0.70,"1,791,622",0.30,,,"1,930,027",0.67,"1,841,289",0.29,,,"1,962,510",0.66,"1,886,130",0.29,,,"1,989,530",0.63,"1,920,950",0.27,"2,029,389",0.63,"1,967,243",0.31,"2,076,517",,"2,018,724",,"2,117,656",,"2,062,354",,"2,141,614",0.68,"2,088,363",0.16,"2,172,993",0.55,"2,120,878",0.32,"2,201,447",0.55,"2,150,332",0.32,"2,214,875",0.55,"2,163,110",0.32,"2,240,489",0.55,"2,189,806",0.32,"2,274,902",0.44,"2,225,107",0.33,Booking events and resources,https://www.gov.uk/book-practical-driving-test,Book your official practical driving or riding test,Data for practical driving test bookings.,,,Individuals,Fees and charges,DfT,DfT,,,formerly DSA,1,"2,172,993",,"2,062,354",,,,,,,,,"490,257","454,857","439,131","478,704","481,072","442,297","494,039","512,619","513,555","469,317","533,898","559,747","554,694","493,275","565,277","588,201","568,122","518,889","599,690","2,274,902","2,274,902",y,"380,225","374,199","393,812","443,915","453,327","421,109","473,271","493,582","498,168","455,929","519,564","545,063","541,798","481,938","552,079","574,517","554,576","508,634","587,380","2,225,107","2,225,107",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Standards Agency,DVSA,Driving theory test bookings,dft-book-theory-driving-test,"1,694,995",,"1,510,239",,,,"1,626,560",,"1,471,273",,,,"1,616,758",,"1,493,515",,,,"1,673,231",,"1,573,190",,,,"1,744,440",,"1,671,191",,,,"1,820,881",,"1,769,699",,,,"1,964,332",,"1,906,015",,,,"2,014,606",,"1,958,391",,,,"2,060,613",,"2,009,066",,,,"2,115,348",,"2,070,390",,"2,150,545",,"2,112,516",,"2,247,847",,"2,213,404",,"2,344,598",,"2,312,129",,"2,399,911",,"2,367,462",,"2,459,415",,"2,426,607",,"2,502,547",,"2,469,463",,"2,502,856",,"2,469,845",,"2,496,051",,"2,463,475",,"2,478,910",,"2,445,548",,Booking events and resources,https://www.gov.uk/book-a-driving-theory-test,Book your official driving or riding theory test,Data for driving theory test bookings.,Transactional cost data is not available separately since the booking process is part of a much wider and fully outsourced contract for the delivery of the theory test itself.,,Individuals,Fees and charges,DfT,DfT,,,formerly DSA,1,"2,459,415",,"2,312,129",,,,,https://www.whatdotheyknow.com/new/dsa,,,,"431,826","359,136","422,220","460,049","503,035","435,577","565,671","510,323","549,042","490,312","600,868","607,625","645,793","545,625","660,372","650,757","646,102","538,820","643,231","2,478,910","2,478,910",y,"390,390","322,398","413,686","446,716","488,391","420,906","550,002","499,092","539,066","482,230","592,128","599,980","637,791","537,563","651,273","642,836","638,173","531,193","633,346","2,445,548","2,445,548",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Personalised registration: applications,dft-buy-a-personalised-registration-number,"217,525",,,,,,,,,,,,"437,636",1.81,,,,,"233,815",2.10,"225,361",,,,"238,016",4.93,"229,577",,,,"244,588",4.06,"236,134",,,,"247,640",5.39,"240,564",,,,"252,263",6.12,"245,220",,,,"260,421",6.09,"251,925",,,,"272,594",6.18,"265,450",,"285,297",4.82,"277,973",,"303,792",4.43,"296,299",,"315,350",4.31,"307,520",,"325,358",4.20,"317,427",,"336,315",3.97,"328,452",,"347,185",3.97,"339,421",,"355,950",5.18,"348,429",,"369,626",5.18,"362,210",,"375,146",5.18,"367,735",,Ordering goods,https://www.gov.uk/buy-a-personalised-registration-number,Buy a personalised registration number,Data for applications to buy a personalised registration number.,,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Individuals,Fees and charges,DfT,DfT,,,*** Further work required to confirm the digital take up but the percentage is close to 100%.,,"336,315",,"307,520",,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","55,020","63,497","57,725","57,573","59,221","70,069","60,777","62,196","67,379","82,242","73,480","80,691","78,937","92,250","84,437","91,561","87,702","105,926","89,957","375,146","375,146",y,"53,604","60,668","54,966","56,123","57,820","67,225","59,396","60,779","64,525","80,750","71,919","79,105","75,746","90,657","82,944","90,074","84,754","104,438","88,469","367,735","367,735",y,ok,ok
DfT,Department for Transport,Maritime and Coastguard Agency,MCA,Certificates of competency (CoC) for sailors: applications to sit oral examinations,dft-certificates-of-competency-coc-applications-to-sit-oral-examinations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,620",201.00,,,,,"5,444",201.00,,,,,"5,501",201.00,,,,,"5,486",240.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/apply-for-a-uk-seafarer-coc-deck-and-engineer-officers,,Data for applications to sit oral examinations for certificates of competency for sailors.,,,Individuals,,DfT,DfT,,,,,"5,486",,,,,,,,,,,,,,"1,673","1,213","1,288","1,446","1,497","1,270","1,273",,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
DfT,Department for Transport,Maritime and Coastguard Agency,MCA,Certificates of competency (CoC) for sailors: revalidations,dft-certificates-of-competency-coc-revalidations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,797",36.00,,,,,"3,836",56.00,,,,,"3,864",56.00,,,,,"3,855",70.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/apply-for-a-uk-seafarer-coc-deck-and-engineer-officers,,Data for revalidations (after 5 years) of certificates of competency for sailors.,,,Individuals,,DfT,DfT,,,,,"3,855",,,,,,,,,,,,,,935,928,930,"1,004",974,956,921,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
DfT,Department for Transport,Maritime and Coastguard Agency,MCA,Certificates of equivalent competency (CEC) for sailors issued,dft-certificates-of-equivalent-competency-cec-issued,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,832",76.00,,,,,"4,839",76.00,,,,,"4,830",76.00,,,,,"4,713",130.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requesting a licence or consent,https://www.gov.uk/apply-for-a-cec-for-deck-and-engineer-officers,,Data for assessment of sailors' non-UK qualifications for issue of a certificate of equivalent competency.,,,Individuals,,DfT,DfT,,,,,"4,713",,,,,,,,,,,,,,"1,265","1,192","1,211","1,164","1,272","1,183","1,094",,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Vehicle tax: checks by third parties,dft-check-a-vehicles-details,,,,,,,,,,,,,"7,927,933",1.78,,,,,"4,256,191",2.15,"3,575,650",,,,"3,973,135",2.35,"3,346,671",,,,"3,655,587",2.14,"3,056,631",,,,"3,315,846",1.70,"2,753,640",,,,"3,339,132",1.54,"2,764,743",,,,"3,397,824",1.43,"2,803,806",,,,"3,330,090",1.71,"2,736,283",,"3,307,160",1.92,"2,681,624",,"2,708,304",1.91,"1,995,301",,"2,102,620",1.95,"1,294,736",,"1,560,378",4.27,"652,465",,"1,040,623",4.62,"60,103",,"2,482,519",4.62,"1,305,619",,"4,004,474",2.08,"2,656,294",,"5,562,566",2.08,"4,085,406",,"7,085,001",2.08,"5,407,542",,Requesting information,,,"Data for requests for a vehicle's tax details from police, trading standards, insurance and congestion charging officials.",,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Individuals,Fees and charges,DfT,DfT,,,*** Further work required to confirm the digital take up but the percentage is close to 100%.,1,"1,040,623",,"1,294,736",,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","1,096,904","1,190,345","1,151,302","817,640","813,848","872,797","811,561","840,926","872,540","805,063","788,631","242,070","266,856","262,821","268,876","1,683,966","1,788,811","1,820,913","1,791,311","7,085,001","7,085,001",y,"904,899","1,014,163","967,748","688,840","675,920","724,123","664,757","699,943","714,983","656,600","610,098","13,620","14,418","14,329","17,736","1,259,136","1,365,093","1,443,441","1,339,872","5,407,542","5,407,542",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Driving licence checks by licence holders,dft-check-your-own-driver-details,,,,,,,,,,,,,"148,383",4.37,0,,,,"120,590",4.92,,,,,"122,267",7.31,,,,,"119,799",6.31,,,,,"117,248",8.03,0,,,,"117,434",6.26,0,,,,"304,230",7.05,0,,,,"693,736",0.95,"389,773",,"1,253,611",0.94,"1,141,000",,"2,826,974",0.37,"2,526,360",,"6,857,101",0.18,"6,751,400",,"9,915,366",0.14,"9,814,336",,"12,793,242",0.16,"12,697,606",,"14,988,384",0.16,"14,901,904",,"14,809,145",0.12,"14,736,596",,"15,113,864",0.12,"15,054,264",,"15,877,908",0.12,"15,830,098",,Requesting information,,,Data for requests from drivers for information held about them by DVLA.,,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Individuals,Fees and charges,DfT,DfT,,,,1,"12,793,242",,"6,751,400",,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","32,426","30,649","31,701","25,814","34,103","28,181","29,150","26,000","220,899","417,687","589,025","1,599,363","4,251,026","3,475,952","3,466,901","3,794,505","4,071,787","3,780,671","4,230,945","15,877,908","15,877,908",y,,,,0,0,0,0,0,0,"389,773","560,751","1,575,836","4,225,040","3,452,709","3,444,021","3,780,134","4,059,732","3,770,377","4,219,855","15,830,098","15,830,098",y,ok,ok
